,Name of Dish,Instruction
130,Instant Pot Roasted Balsamic Chicken,"
In a bowl with lid or in a sealable bag, mix together balsamic vinegar, 1/4 cup olive oil, salt, and pepper. Once mixed, add chicken. Cover bowl or seal bag and shake to ensure that all chicken is coated with marinade. Place in refrigerator for at least 2 hours.

When ready to cook, remove chicken from marinade. Mix together herbs de Provence and salt. Coat skin side of chicken with the spice mixture.

Heat 1 tbsp olive oil in Instant Pot on saute mode. Add 4 pieces of chicken, skin side down, and cook for 5 minutes. Remove from pot and add the other 4 pieces of chicken skin side down. Again, cook for 5 minutes and then remove chicken from pot.

Add white cooking wine to pot to deglaze bottom of the pot. Once the pot has been deglazed, add chicken broth.

Place Instant Pot steaming rack in pot. Stack chicken on rack, placing the legs and thighs on the bottom, and the breasts and wings on top.

Seal pot and cook on high pressure for 10 minutes. Let natural release for 10 minutes. Remove chicken from pot and serve warm.
"
131,Andouille Sausage Chicken and Rice,"
In a small bowl mix together chili powder, lemon herb seasoning, garlic powder, salt, and pepper. Add chicken and stir until chicken is thoroughly coated.

Heat olive oil in a large pot over medium-high heat. Add chicken and cook until pieces are almost cooked through, about 5 minutes.

Remove chicken from pot and set aside.

Heat another tbsp of olive oil in the same pot. Then, add onion, garlic, green pepper, and yellow pepper. Saute for about 3 minutes.

Add andouille sausage and saute for another 3 minutes.

Then, add rice, saffron, cumin, oregano, paprika, chicken broth, and salsa. Stir until well mixed.

Add chicken with it's juices and stir again until well combined.

Cover pot and reduce heat to low. Simmer for 30 minutes (or until liquid is absorbed), stirring halfway through cooking time.
"
132,Thai Curry Soup with Turkey Meatballs,"
Preheat oven to 425 degrees. Line baking pan with parchment paper or baking mat.

Beat egg in large bowl. Thoroughly mix next 10 ingredients into egg. 

Roll mixture into 1.5 inch balls (will make about 28 balls).

Place balls on prepared baking sheet. Bake for about 18 minutes, or until balls are cooked through. Flip balls halfway through baking.

While meatballs are baking, bring salted water to boil in a large pot. Add snap peas and boil for 2 minutes. Add red pepper and boil for an additional two minutes.

Remove veggies from salted water with slotted spoon.

Remove pan with water from heat and use to cook rice noodles according to package directions.

To make broth, heat vegetable oil in a large pot over medium high heat. Add garlic and ginger powder and stir until fragrant, about 1 minute. Then add following 6 ingredients. Whisk together well. Simmer for 10 minutes.

To serve, place noodles in bowl. Pour curry broth over noodles. Top with veggies and meatballs. May also top with peanuts, cilantro, and lime juice if desired.
"
133,Honey Lime Vinaigrette,"
In a large food processor or blender, add lime zest, lime juice, lemon juice, honey, tahini, rice wine vinegar, salt, and pepper. Blend until creamy.

Stream in olive oil and vegetable oil until just combined.

Pulse in green onions.

Serve over salad or also works well for serving over chicken.
"
134,Fresh Herb Mac and Cheese,"
Preheat oven to 350 degrees. Lightly grease a 9x13 or 3.5 quart baking dish.

Cook pasta shells per package instructions until al dente. Set aside.

Steam broccoli and chop crowns into bite size pieces. Set aside. To do this quickly, I put a few tablespoons of a water in a microwave safe bowl, place the broccoli in the water, and then cover the bowl with a microwave safe plate. I heat it on high for about 2 minutes, then drain the broccoli.

Remove sausage from casings and crumble. Heat olive oil in small pan over medium heat. Add crumbled chicken sausage and cook until slightly browned. Remove and set aside.

In a large sauce pan over medium heat, melt 4 tbsp butter and add onion, seasoning salt, pepper, nutmeg and chili powder, stir together well.

Sprinkle flour over ingredients and saute for 1-2 minutes.

Whisk milk into mixture and bring to a boil. Turn down to low and allow to simmer for 5 minutes, until slightly thickened, whisking frequently.

Stir in cheese and worcestershire sauce. Once well combined, stir in pasta, chicken and broccoli.

Place mixture in prepared baking dish.

Melt 2 tbsp butter and mix well with panko, sage, thyme and rosemary. Spread evenly over mac and cheese.

Bake for 30 minutes.
"
135,Chicken Lime Tacos (Instant Pot or Slow Cooker),"
Mix first 13 ingredients together to make a spice/broth mixture.

Place chicken in slow cooker or Instant Pot and cover with spice/broth mixture.

Cook in slow cooker on low for 7-8 hours, or high for 4-5 hours. Or cook in Instant Pot on high pressure for 13 minutes, and let natural release for 10 minutes.

Remove chicken and shred.

Serve on tortillas with desired toppings.
"
136,Nutella Mousse Cake,"
Preheat oven to 350 degrees. Line 8"" round pan with parchment paper, and butter/flour sides. I use Baking Pam for this.

In heat proof bowl, pour coffee over cocoa and chopped chocolate. Let sit for 2-3 minutes, then whisk together. Set aside.

In mixing bowl, whisk together flour, baking soda, and salt. Once mixed, add in chocolate/coffee mixture, oil, sugar, vanilla, buttermilk, and eggs. Beat until well combined.

Pour into prepared baking pan.

Bake for 16-18 minutes, or until toothpick in center comes out with just a few crumbs. Let cook in pan for 5 minutes, then remove to rack to finish cooling.

Using a mixer, beat cream cheese, Nutella, powdered sugar, vanilla and salt on medium-high for about 5 minutes, or until mixture is light and smooth.

Set bowl aside. In another bowl, using whisk attachment, beat heavy cream until peaks just begin to form, about 4 minutes. Fold cream into Nutella mixture until well incorporated.

Next, put plastic over inside and sides of baking pan that you used for the cake. Then, fold a large piece of wax paper into thirds so that you have a long, thick piece. Place wax paper into pan so that it makes a tall side all around the pan.

Put the cake into the bottom of the pan. Spread Nutella mousse evenly over the cake. Put pan in freezer for at least 2 hours.

In large bowl or stand mixer with whisk attachment, beat eggs for about 4 minutes, or until light colored and thickened. Then, beat in sugar.

Heat 1 cup of heavy cream in a medium sized sauce pot over medium heat. Once cream is hot, slowly pour a little over half of the cream into the egg yolk mixture, stirring continuously (it is important to do it slowly, and stir, so that you do not cook the eggs). Then, pour the mixture back into the remaining heavy cream in the pot, still stirring continuously.

Turn heat under pot to low, and stir continuously until mixture begins to thicken, about 5 minutes. After mixture has thickened, remove from heat and whisk in chocolate chips and Nutella until smooth.

Place the egg mixture in a bowl in the refrigerator for at least two hours.

After mixture has chilled, beat remaining 1 cup of whipping cream with whisk attachment until stiff peaks form, about 5 minutes.

Fold whipped cream into chocolate/egg mixture until well combined.

Remove cake with Nutella cream cheese mousse from freezer. Spread Nutella chocolate mousse evenly over Nutella mousse and return to freezer for at least 2 hours.

After chocolate mouse is firm in freezer, make ganache. To do this, place chocolate in a heat proof bowl. In another heat safe bowl, heat heavy cream until boiling (I use a glass measuring cup in the microwave for about 30 seconds). Pour cream over chocolate and cover bowl with plastic wrap. Let sit for 5 minutes, then whisk until smooth.

Once smooth, spread ganache over top of cake, letting it run down the sides.
"
137,Barbacoa Beef (Instant Pot or Slow Cooker),"
Salt and pepper all sides of chuck roast to taste. Turn Instant Pot on saute and heat olive oil. Lightly brown beef on all sides, about 1 minute per side. Remove and set aside.

Add onion and saute until softened, about 4-5 minutes.Stir in rest of ingredients.

Add beef back into mixture

Cook on high for 60 minutes and let natural release for 15 minutes.

Remove beef from pot and shred beef with two forks.

Use immersion blender, or put sauce into blender, and blend until smooth.

Mix sauce and shredded beef together.

Serve over cilantro lime rice or in tacos.

Salt and pepper all sides of chuck roast to taste. Heat olive oil in large sauce pan over medium heat. Lightly brown beef on all sides, about 1 minute per side. Remove and set aside.

Add onion and saute until softened, about 4-5 minutes. Stir in rest of ingredients.

Transfer sauce and beef to slow cooker. Cook on high for 5-6 hours, or low 8-9 hours.

Remove beef from slow cooker and shred beef with two forks.

Use immersion blender, or put sauce into blender, and blend until smooth.

Mix sauce and shredded beef together.

Serve over cilantro lime rice or in tacos.
"
138,Instant Pot Key Lime Pie,"
Spray bottom of 7"" springform pan with baking spray.

In a small bowl, stir together graham cracker crumbs, brown sugar, and butter. Press into bottom of pan and about 1/3 up the side of the pan.

Using an electric mixer, beat together egg yolks and sugar until thickened, about 3 minutes.

Beat in key lime juice, lime zest, condensed milk and sour cream until smooth. Pour mixture into pie crust.

Put 1 1/2 cups water into the bottom of Instant Pot inner pot. Place filled springform pan on steamer rack, and place in Instant Pot.

Cook on high pressure for 17 minutes. Let natural release for 10 minutes. Carefully remove steamer rack with pie. Place springform pan in refrigerator for at least 4 hours. Once completely cool, remove from pan.

Place metal bowl in freezer for 10 minutes. Remove bowl from freezer and place whipping cream, sugar, and key lime juice in bowl. Use electric mixer to beat on medium-high speed until thickened, about 3 minutes.

Serve pie with whipped topping and fresh lime zest, if desired.
"
139,Blueberry Zucchini Muffins,"
Preheat oven to 350 degrees. Spray mini muffin tin with baking spray.

In a large bowl, stir together flours, baking soda, salt, zucchini, and sugar.

Add eggs, milk, vegetable oil, and blueberries. Stir until well combined.

Fill each of the prepared muffin tin slots with batter about 2/3 of the way full .

In a small bowl, stir together all of the topping ingredients. Use your hands to squeeze together mix until it resembles coarse crumbs.

Top each muffin with topping.

Bake for 13-15 minutes, or until tops are golden brown.
"
