,Name of Dish,Instruction
322,Old-World Cabbage Soup,"Place chopped cabbage into an 8-quart soup pot.
                            Microwave diced carrot in 2 tablespoons water for 6 minutes on high.
                            Microwave diced celery in 2 tablespoons water for 4 minutes on high.
                            Add the microwaved vegetables to the pot. Add minced sweet onion, celery, and ketchup. Add juice cocktail, vegetable broth, chicken broth, and tomatoes. Fill each can with water, and add the water to the mixture. Cover, and bring to a boil. Continue boiling for 30 minutes.
                            Reduce heat to simmer and cook for 2 to 3 hours.
                            Serve with slices of a French baguette. Have salt, black pepper, and Tabasco available to season to taste at the table.
                            "
323,Awesome Broccoli Marinara,"Heat olive oil in a large skillet over medium heat. Add garlic, and cook for a few minutes, stirring constantly. Pour in the tomatoes with their juices, and simmer until the liquid has reduced by about 1/2. Place the broccoli on top of the tomatoes, and season with a little salt and pepper. Cover, and simmer over low heat for 10 minutes, or until the broccoli is tender. Do not over cook the broccoli, it should be a vibrant green. Pour into a serving dish, and toss to blend with the sauce before serving.
                            "
324,"Fried Cabbage with Bacon, Onion, and Garlic","Place the bacon in a large stockpot and cook over medium-high heat until crispy, about 10 minutes. Add the onion and garlic; cook and stir until the onion caramelizes; about 10 minutes. Immediately stir in the cabbage and continue to cook and stir another 10 minutes. Season with salt, pepper, onion powder, garlic powder, and paprika. Reduce heat to low, cover, and simmer, stirring occasionally, about 30 minutes more.
                            "
325,Banana Banana Bread,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x5 inch loaf pan.
                            In a large bowl, combine flour, baking soda and salt. In a separate bowl, cream together butter and brown sugar. Stir in eggs and mashed bananas until well blended. Stir banana mixture into flour mixture; stir just to moisten. Pour batter into prepared loaf pan.
                            Bake in preheated oven for 60 to 65 minutes, until a toothpick inserted into center of the loaf comes out clean. Let bread cool in pan for 10 minutes, then turn out onto a wire rack.
                            "
326,Roasted Apples and Brussels Sprouts,"Preheat oven to 425 degrees F (220 degrees C).
                            Arrange frozen Brussels sprouts in a single layer on a rimmed baking sheet; sprinkle apple and onion pieces evenly around the baking sheet. Drizzle the sprouts, apples, and onions with olive oil; sprinkle with salt, black pepper, and garlic powder. Toss the mixture gently to coat.
                            Roast in the preheated oven until sprouts are hot and fragrant, about 20 minutes. Sprinkle with lemon zest, and squeeze juice from zested lemon over the sprouts to serve.
                            "
327,Eggs n' Fries,"Melt butter in a skillet over medium heat. Cook and stir French fries in hot butter until browned and hot, 3 to 5 minutes. Add eggs and season with salt and black pepper; cook and stir until eggs are scrambled and set, 3 to 5 minutes.
                            "
328,Best Darn Minestrone Soup Around,"In a large stock pot over medium heat, stir and cook onions in butter until soft. Add broth, mixed vegetables, kidney beans, tomatoes, spinach, and tomato paste; simmer gently for 1 1/2 hours.
                            Using a slotted spoon, remove about half of the vegetables to a blender or food processor, reserving liquid in stock pot. Puree the vegetables until smooth and return them to stock pot.
                            Stir in garlic powder, parsley, salt, pepper, basil, macaroni, 1/2 cup of Parmesan cheese, garbanzo beans, and heavy cream; cook for 1/2 hour, stirring frequently. Pour into bowls and sprinkle with additional Parmesan cheese.
                            "
329,Hash Brown and Pork Chop Casserole,"Preheat oven to 375 degrees F (190 degrees C).
                            In a large skillet over medium high heat, brown pork chops on both sides and set aside.
                            In a large bowl, combine the sour cream, soup and milk. Add the hash browns and chopped onion; stir to coat. Place mixture in a 13x9-inch baking dish and sprinkle the cheese over the top. Place the browned pork chops on top.
                            Bake in the preheated oven for 50 minutes or until the potatoes are heated through and pork chops are fully cooked.
                            "
330,Vegetable Beef Minestrone,"In a large saucepan, cook bacon and ground beef until well done, breaking up the beef as it cooks. Drain off the grease and add carrots, garlic, onion and celery. Season with the bay leaf, basil, rosemary and red pepper flakes. Cook for about 5 minutes or until the onions are translucent. Stir in tomatoes and beef stock.
                            Simmer for about 20 minutes then put in the chickpeas and broken spaghetti. Cook covered, for about 10 minutes or until spaghetti is al dente. Remove the bay leaf before serving.
                            "
331,Daddy's Fried Corn and Onions,"Cut corn kernels from cob. Melt butter in a medium skillet over medium heat. Saute corn kernels just until tender, then mix in onion. Continue to saute until onion is just beginning to turn crispy. Season with salt and pepper. Enjoy warm or cold.
                            "
332,Zucchini Fenchel Suppe (Zucchini and Fennel Soup),"Melt butter in a large pot over medium heat. Add onion; cook and stir until softened, about 5 minutes. Add fennel bulb and zucchini; cook, stirring occasionally, for 3 minutes. Pour in chicken stock. Reduce heat to low and simmer soup, covered, until fennel is soft, 10 to 15 minutes.
                            Puree soup with an immersion blender until smooth. Season with curry powder, salt, and black pepper. Add white wine vinegar.
                            Chop reserved fennel tops finely and sprinkle over soup before serving.
                            "
333,Easy Mac and Cheese Muffins,"Preheat the oven to 350 degrees F (175 degrees C). Grease a muffin tin with nonstick cooking spray. In a small bowl, stir together the bread crumbs, olive oil and salt; set aside.
                            Bring a large pot of lightly salted water to a boil. Add the macaroni and cook for about 8 minutes, it should still be a little bit firm. Remove from the heat, drain and return to the pan; stir in the butter and egg until pasta is evenly coated. Reserve 1/2 cup of sharp Cheddar cheese and stir the remaining Cheddar cheese, milk  and mozzarella cheese into the pasta. Spoon into the prepared muffin tin. Sprinkle the reserved cheese and the bread crumb mixture over the tops.
                            Bake for 30 minutes in the preheated oven, or until the topping is nicely browned. Allow the muffins to cool for a few minutes before removing from the pan. This will allow the cheese to set and they will hold their muffin shape.
                            "
